id,created_at,text
936438952692801536,2017-12-01 03:36:59,b'girl sitting next2 me in the library wearing UGGs and no socks I know this cuz she got HER BARE FEET OUT DAWG \xe2\x9a\xa0\xef\xb8\x8f\xf0\x9f\x9a\xa8\xf0\x9f\x98\xb7\xf0\x9f\x98\x94\xf0\x9f\xa4\xa2\xf0\x9f\xa4\xae'
936324149064192001,2017-11-30 20:00:47,b'girls who get cheated on need2 apologize to their man for not being good enough'
936291254895300608,2017-11-30 17:50:05,b'RT @YahBoyJiraiya: https://t.co/B0Ke3pMn0A'
936284810275966978,2017-11-30 17:24:28,b'@TheRealChazHook music abt drugs is the #1 cause of drug abuse in America cmon now'
936264629529055232,2017-11-30 16:04:17,"b'Imagine how incredibly intelligent, different, against the grain, and outspoken you gotta be to suggest that drugs\xe2\x80\xa6 https://t.co/rUd8RqVbPZ'"
936264222593429504,2017-11-30 16:02:40,"b""Vic Mensa and Russ rly about to end America's drug epidemic wowee amazing influence from AMAZING artists https://t.co/jwNfDBfYq8"""
936259650386825217,2017-11-30 15:44:30,b'RT @CHIRAQWARMONEY: Jus bought stock in playboy and hustler mag so as soon as net neutrality ends I\xe2\x80\x99m running into this check'
936102781638922240,2017-11-30 05:21:09,b'RT @waifuwetdream: OwO https://t.co/j2ANS3UZOB'
936009937129533441,2017-11-29 23:12:13,b'RT @theneedledrop: \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/Etpz7fThOX'
935911433090584581,2017-11-29 16:40:48,b'RT @m_rtv: broke: memeing someone into deleting system32\nwoke: memeing someone into behavioral therapy https://t.co/4zJzeAvuMa'
935846746143543298,2017-11-29 12:23:46,b'RT @shamanabeats: Animal crossing pocket with guns'
935770498931265536,2017-11-29 07:20:47,b'RT @Jinchuuriking: Boruto episode 33 vs Naruto episode 33 https://t.co/CKeTwhEX9U'
935221254977720320,2017-11-27 18:58:17,b'RT @YAWNIEJONES: it be ya own thoughts fr'
935000640425783297,2017-11-27 04:21:38,b'RT @anuscosgrove: https://t.co/VEvYY7xehY'
934935205705650176,2017-11-27 00:01:37,b'RT @nickmcclure_: Central Michigan beat Ohio\nOhio beat Akron\nAkron beat Buffalo\nBuffalo beat FAU\nFAU beat Mid Tennessee\nMid Tennessee beat\xe2\x80\xa6'
934886253585149952,2017-11-26 20:47:06,b'RT @manga: me after i turn on one of those \xe2\x80\x9cchill gamer/study beats radio 24/7\xe2\x80\x9d streams on youtube https://t.co/M4cpndTVZ4'
934530235395133441,2017-11-25 21:12:25,b'? https://t.co/7dciwvWP8G'
934519265025232896,2017-11-25 20:28:49,b'RT @IanZWeidner: Animal Crossing? We BEEN out here crossing animals. https://t.co/xJ7NLox6Xz'
934302031849902080,2017-11-25 06:05:37,b'RT @BillRatchet: IF YOU LOVE THE INTERNET AND ITS FREEDOM READ THIS https://t.co/XyOze3nKO1'
934281576057397248,2017-11-25 04:44:20,"b""we don't smoke the vape juice bruh we just rub it on our skin for that nic buzz"""
934277602034012161,2017-11-25 04:28:33,"b'RT @dril: a reasonable compromise, would be to let the ISPs track our Gaming &amp; reward more net neutraility to guys who get the most headsho\xe2\x80\xa6'"
934208116178259968,2017-11-24 23:52:26,"b""RT @brilybeer: you can take the girl out of the wayside but you can't take the wayside out of the girl"""
933854250265964544,2017-11-24 00:26:18,"b'RT @RoKhanna: In Portugal, with no net neutrality, internet providers are starting to split the net into packages. https://t.co/TlLYGezmv6'"
933769325445513217,2017-11-23 18:48:50,b'RT @Curtintail: U only hate anime cause ur scared of it'
933447315762933760,2017-11-22 21:29:17,b'RT @TayMasterChef: https://t.co/jsEFT4cCQy'
933446136530128896,2017-11-22 21:24:36,b'good morning https://t.co/WsqOSyX08h'
933443536346861569,2017-11-22 21:14:16,"b'RT @earlxsweat: just heard the song ""white iverson"" who mans is this lol, who let this slide'"
933371483409342465,2017-11-22 16:27:57,b'RT @flexxistential: https://t.co/zIIWfNYTbJ'
933134803079229440,2017-11-22 00:47:28,b'RT @SInow: LaVar Ball has a message for Donald Trump https://t.co/edK9aTJlR6'
932758590200406016,2017-11-20 23:52:32,b'RT @netflixandchill: https://t.co/w2mCDbyIdI'
932741034504785920,2017-11-20 22:42:46,b'RT @La_Femme_WM: @shaYpeRks Female women will become obsolete one day bc males have so far encroached our own territory and it\xe2\x80\x99s being made\xe2\x80\xa6'
932694904928645120,2017-11-20 19:39:28,b'RT @13nikoclemmons: .@ShannonSharpe a wild boy ha. https://t.co/rllaApGsIi'
932690738256711680,2017-11-20 19:22:55,"b'RT @Sanchovies: Ur music saved my life @russdiemon . I was in a 6 month coma and I heard ""do it myself"" playing so I woke up to turn it off\xe2\x80\xa6'"
932656414824321024,2017-11-20 17:06:31,b'RT @LordBalvin: https://t.co/GWazfk1DGm'
932655839135043585,2017-11-20 17:04:14,b'RT @benshapiro: LaVar Ball vs. Donald Trump is the epic clash of the intellectual titans America deserves.'
932607857865973760,2017-11-20 13:53:34,b'RT @lol_tyler1: https://t.co/huTeRsjjL0'
932583855126712322,2017-11-20 12:18:12,b'RT @MajinDookie: https://t.co/X794krYIxw'
932487561297219587,2017-11-20 05:55:34,"b""@Brown_C03 can I hold $5 this cam girl said she'd do a drunk stream when she hits 50 subs I need this"""
932482906202820609,2017-11-20 05:37:04,b'hearing an egirl say my username as I click the Follow button on https://t.co/Dckxqu0T8L gives me more satisfaction\xe2\x80\xa6 https://t.co/A6p5cQ2whU'
932478263749902336,2017-11-20 05:18:37,"b'RT @HulkHogan: Red hot upset,back up to 303lbs,that does it,will be fixed starting in the morning brother HH'"
932445584795021319,2017-11-20 03:08:46,b'https://t.co/4VvKGLyhvb'
932098034846052353,2017-11-19 04:07:43,b'RT @b0tBT: need a chick w a rocket launcher'
931629401904680961,2017-11-17 21:05:32,b'RT @EAStarWars: RT for a chance to win a Star Wars Jedi Order @NVIDIA TITAN Xp Collector\xe2\x80\x99s Edition GPU. #EATitanJediSweepstakes #StarWarsBa\xe2\x80\xa6'
931629355641507840,2017-11-17 21:05:21,b'RT @EAStarWars: RT for a chance to win a Star Wars Galactic Empire @NVIDIA TITAN Xp Collector\xe2\x80\x99s Edition GPU. \n#EATitanEmpireSweepstakes #St\xe2\x80\xa6'
931628899762626560,2017-11-17 21:03:33,b'RT @MajinDookie: https://t.co/6PlZ9EBA14'
931626890279997440,2017-11-17 20:55:34,"b""RT @Gods_Teeth: I am Saturn's rings and Jupiter's storms \n#kinggizzardandthewizardlizard https://t.co/ZMA90QzLGz"""
931561731360546818,2017-11-17 16:36:38,b'RT @_ALEXISLUCIFER: it was love @ first sight\xf0\x9f\x98\x8d https://t.co/tUnsdgv21J'
931335486588833792,2017-11-17 01:37:38,"b""RT @kanebrown: Choose what u prefer.... I'm bored"""
931204571938029573,2017-11-16 16:57:25,b'RT @bigracks: i cant stop laughing at this pic from Travis Scott\xe2\x80\x99s concert tonight https://t.co/XstEPMwqUq'
930975999965171712,2017-11-16 01:49:09,b'going 2Walmart will humble u'
930930938250489862,2017-11-15 22:50:06,b'RT @BBWslayer666: Throwback flipagram of my Asia vacation omg take me backk\xf0\x9f\x98\xa9\xf0\x9f\x98\xa9 hope u guys enjoyed the copyright free music https://t.co/sbL\xe2\x80\xa6'
930924151136817153,2017-11-15 22:23:08,"b'RT @multiplexes: \xe2\x80\x9cyou\xe2\x80\x99re never home, what do you do all week?\xe2\x80\x9d\n\nme:  https://t.co/DRm3QQL3Aq'"
930902589532786688,2017-11-15 20:57:27,b'only 2 genders in my gym brother HH : cardio and workouts that matter'
930843407605526529,2017-11-15 17:02:17,b'I shot like 6 deer today I am very proud of myself who got tags I can borrow'
930842947700084736,2017-11-15 17:00:27,b'https://t.co/K5YQR6TsGW'
930615782714822656,2017-11-15 01:57:47,b'RT @killmefam: my girl said she into bdsm so i gave her an atomic wedgie she been hanging from the towel hook by her underpants ab 2 hours\xe2\x80\xa6'
930526224723652610,2017-11-14 20:01:54,b'this sound like 1 of those songs that sororities use for their recruitment videos wyd Donald https://t.co/0mjawOHTuW'
930444597595123712,2017-11-14 14:37:33,b'RT @dinkleberg_69: Not thick just sitting down'
930412324804071425,2017-11-14 12:29:19,b'RT @MajinDookie: https://t.co/P2he4YutKP'
930230482557636610,2017-11-14 00:26:44,"b'RT @killmefam: On my M40A3: Stopping power,        Deep impact ..\n\nOn my mind: Her ..'"
930153403690504192,2017-11-13 19:20:27,b'Thank u Collin Kaepernick for changing the world \xf0\x9f\x98\x8a'
930152466561273858,2017-11-13 19:16:44,b'How is any1 gonna be mad about this when dude single-handedly ended racism \xf0\x9f\xa4\x94 https://t.co/8fEDtJsoNk'
930116452442693632,2017-11-13 16:53:37,b'RT @iDailyRapFacts: Earl Sweatshirt\xe2\x80\x99s third album is confirmed on the way https://t.co/j6Jok4mTDl'
930112414376488965,2017-11-13 16:37:34,b'RT @balenciaglo: I\xef\xb8\x8f finally found it \xe2\x98\xa0\xef\xb8\x8f\xe2\x98\xa0\xef\xb8\x8f\xe2\x98\xa0\xef\xb8\x8f\xe2\x98\xa0\xef\xb8\x8f\xe2\x98\xa0\xef\xb8\x8f https://t.co/yE83MwpDXL'
930090311124123649,2017-11-13 15:09:45,b'RT @JebBush: It\xe2\x80\x99s over. We are back.'
929824142563692544,2017-11-12 21:32:05,"b'RT @hausmuva: capitalism has made it so you find value in arbitrary societal inventions when in reality, when you die, nobody will care if\xe2\x80\xa6'"
929808525580259328,2017-11-12 20:30:02,b'RT @shamanabeats: https://t.co/Rd8QuZ7hoI'
929201674073395200,2017-11-11 04:18:37,b'body in the classroom mind in the squat rack'
929201440190496769,2017-11-11 04:17:41,"b'if my child\'s first words aren\'t ""what\'s your split bro"" she goin back 2the hospital'"
929200262736220160,2017-11-11 04:13:00,"b""when officers do the fold-out wallet thing to show their badge except it's my gym membership card"""
929197131897954304,2017-11-11 04:00:34,b'we gonna run out of months to dedicate awarenessess to real quick'
929163587930730496,2017-11-11 01:47:17,"b'RT @briemckinnon: dear boys,\n\nDRESS LIKE THIS http://t.co/HwiaTOR66D'"
929091598725582848,2017-11-10 21:01:13,"b'RT @PFTCommenter: ""God is a pedophile"" is a all time top3 take we are all lucky2 of witnessed it https://t.co/9xrC0HdD34'"
929088736272572416,2017-11-10 20:49:51,b'RT @ryanbackus_: I wonder if you have to wait in line to take a mirror selfie at planet fitness'
929088319685873666,2017-11-10 20:48:11,b'RT @Prep_Life_USA: Brother Goals \xf0\x9f\x90\xb3\xf0\x9f\x98\x8f https://t.co/FBwKb9UNZP'
929088259623391232,2017-11-10 20:47:57,b'RT @Prep_Life_USA: Relationship Goals \xf0\x9f\x90\xb3\xf0\x9f\x90\xb3\xf0\x9f\x90\xb3 https://t.co/r9TFkhrUfC'
929087989870923777,2017-11-10 20:46:53,b'RT @Prep_Life_USA: Relationship Goals \xf0\x9f\x90\xb3\xf0\x9f\x90\xb3\xf0\x9f\x90\xb3 https://t.co/ycC3qJRe18'
929084878842421252,2017-11-10 20:34:31,"b""RT @tupactopus: does god's plan have an early cancellation fee"""
929084646259912704,2017-11-10 20:33:35,"b""RT @tupactopus: bump obama's inauguration speech out the lambo"""
929016910527770629,2017-11-10 16:04:26,b'RT @AB84: I regret nothing. #tbt \xf0\x9f\x98\x82 https://t.co/TJfh1HgnYJ'
928733525683134464,2017-11-09 21:18:22,b'RT @Prep_Life_USA: Retweet if this is the best collection you have ever seen \xf0\x9f\x98\xab\xf0\x9f\x98\x8d\xf0\x9f\x90\xb3 https://t.co/LHhQW6GGsn'
928666358459568129,2017-11-09 16:51:28,"b""RT @XXL: Sounds like we're getting a Denzel Curry x Ski Mask The Slump God collab soon \xf0\x9f\x98\xb3 https://t.co/s0iqBlNuF4 https://t.co/4412ARMc6v"""
928389310440792070,2017-11-08 22:30:34,b'RT @itscaasho: ONLY IN LONDON \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\xad https://t.co/e2ukk0gvDG'
928104297153417216,2017-11-08 03:38:02,b'RT @LifeOfDesiigner: .@SINTdeprecated #askDesiigner https://t.co/i8xxc47QcC'
928077638031331328,2017-11-08 01:52:06,"b""@EricDBeckman Don't worry I've got this on underneath https://t.co/w6kbdQNa46"""
928076071257419777,2017-11-08 01:45:52,b'@DarrinBergman got u bro https://t.co/gEcDSy99QR'
928074253362237440,2017-11-08 01:38:39,"b""RT @killmefam: loving Jesus &amp; dapping Him up are two completely different things &amp; i'm so glad I learned that"""
928073684136361992,2017-11-08 01:36:23,"b""when u don't see mega colossus big Horn deer on #OpeningDay https://t.co/IUuFyg1qI8"""
928072654149562368,2017-11-08 01:32:18,b'fit preview for #OpeningDay ... https://t.co/8UdHlK88nU'
928070260846186496,2017-11-08 01:22:47,b'you know how much skill is required to take down a monster buck? how many hours studying the rifle? learning the wa\xe2\x80\xa6 https://t.co/YP9nEKreJM'
928029530324946947,2017-11-07 22:40:56,b'RT @cmuconfessions3: \xe2\x80\x9cSloan at north campus \xf0\x9f\x98\x8d\xf0\x9f\x94\xa5\xe2\x98\x9d\xf0\x9f\x8f\xbb\xe2\x80\x9d'
927683177044434945,2017-11-06 23:44:39,"b""still gonna be able to hear him yelling through the walls it's fine https://t.co/w7CqyYyzIK"""
927677378758889472,2017-11-06 23:21:37,b'RT @angelsprada: 69. what would you do if there was a child right in front of you? https://t.co/J3HCvAcRqH'
927497229853749248,2017-11-06 11:25:46,b'Ahhh now THIS is entertainment *watches Jake Paul and Barstool guy eat pizza*'
927410743741427714,2017-11-06 05:42:06,"b'RT @MEdwardsVA: This imaginary pizza friend existed for 5 seconds, and in those few moments...all it knew was pain. https://t.co/dHn5JccbtJ'"
927393631077617664,2017-11-06 04:34:06,b'RT @FuckYugi: Welcome to the shadow realm jimbo... https://t.co/KE37Cxw58B'
927390071820611585,2017-11-06 04:19:57,"b""RT @BellatorMMA: THAT'S how you start an MMA career! WOW @tclax149 #Bellator186 #FlyingKnee https://t.co/1A2VQjl2Ep"""
927389516956164096,2017-11-06 04:17:45,b'RT @killmefam: there should b a hotel but with squat racks'
927375266195832833,2017-11-06 03:21:07,b'RT @G_njaJ_sus: They got Hard In The Paint playing this is completely justifiable https://t.co/LDFnbW1MD1'
927367321789829120,2017-11-06 02:49:33,b'RT @G_njaJ_sus: https://t.co/j0oXfQA19B'
927276193489006592,2017-11-05 20:47:27,b'RT @maxcdesign: when the beat change happens in \xe2\x80\x98nights\xe2\x80\x99 by frank ocean https://t.co/1dz9zJ8vqL'
927247904640851973,2017-11-05 18:55:02,b'RT @trash_sleeper: I think about this article pretty often and it only gets better the more I read it https://t.co/kfljui4fa7'
927206485603618816,2017-11-05 16:10:27,b'RT @QuavoStuntin: 3 Hyenas Lions King \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbe call us \xf0\x9f\x93\xb1 \n@Disney'
926895885539270656,2017-11-04 19:36:14,"b""RT @SFtheWolf: Today in the cyberpunk dystopia, a hat that flashes lights in your face to keep you awake so you don't die from work-induced\xe2\x80\xa6"""
926603873841811456,2017-11-04 00:15:53,b'RT @79hfg3n3948rhf0: drake is just the rapper version of mark zuckerberg'
926603604546506752,2017-11-04 00:14:49,b'RT @Weissmw14: Find someone who loves country music as much as you do\xf0\x9f\x98\x8c'
926600202185854976,2017-11-04 00:01:18,"b'RT @tylerthecreator: "".....and i hope you have a pleasant november"" https://t.co/6dIjxvS5XW'"
926533491273207808,2017-11-03 19:36:13,b'@jkass2017 He said McRib\xe2\x84\xa2 back \xf0\x9f\x94\x99'
926495244526465024,2017-11-03 17:04:14,b'RT @MajinDookie: Just posting this so I never lose it https://t.co/ZiF05DWEez'
926470470039429121,2017-11-03 15:25:47,b'RT @FoxNews: Driver pulls gun after learning @McDonalds was out of Egg McMuffins https://t.co/Cxx7MnZ9rm'
926449066719969281,2017-11-03 14:00:44,b'RT @souljaboy: just got off the phone talking with obama. nbd'
926445348268183554,2017-11-03 13:45:58,b'just got off the phone with obama'
926284529995829250,2017-11-03 03:06:56,b'RT @Bad_Rats_King: https://t.co/7zj40m84rr'
926233176393113600,2017-11-02 23:42:52,b'RT @CBSNews: Secretary of Energy Rick Perry says fossil fuels can help prevent sexual assault by keeping the lights on https://t.co/wj0gzu0\xe2\x80\xa6'
926191430623776768,2017-11-02 20:56:59,b'RT @Trashvis: y\xe2\x80\x99all gotta get Migos to play the 3 hyenas https://t.co/6bLF85rtBw'
925856737965629442,2017-11-01 22:47:02,b'RT @RFFMRCY: THIS WAY... https://t.co/DuiHBLfekU'
925815567956750341,2017-11-01 20:03:26,b'3rd base is when she let you sit in her bath water'
925813337702699008,2017-11-01 19:54:35,"b""when sitting in ur own filth water isn't enough so u gotta sit in some1 else filth water also :D https://t.co/BOTDCTwiT3"""
925809762855522305,2017-11-01 19:40:22,b'RT @ChallengerDoob: OSAMA WAS GRINDING FF7 LMAOOOO https://t.co/tBVEbg2cCg'
925787474579910656,2017-11-01 18:11:48,b'RT @cjciaramella: CONFIRMED: Osama bin Laden had the Charlie bit my finger video on his computer https://t.co/6t2ILBT6ZA'
925786636939595777,2017-11-01 18:08:29,b'FINALLY somebody said it \xf0\x9f\x99\x8c https://t.co/vgfkLJYqrB'
